date,state,tot_cases,new_case,tot_death,new_death
02/01/20,Alabama,0,0,0,0
02/01/20,Alaska,0,0,0,0
02/01/20,Arizona,1,0,0,0
02/01/20,Arkansas,0,0,0,0
02/01/20,California,0,0,0,0
02/01/20,Colorado,0,0,0,0
02/01/20,Connecticut,0,0,0,0
02/01/20,Delaware,5,0,0,0
02/01/20,District of Columbia,0,0,0,0
02/01/20,Florida,0,0,0,0
02/01/20,Georgia,0,0,0,0
02/01/20,Hawaii,0,0,0,0
02/01/20,Idaho,0,0,0,0
02/01/20,Illinois,2,0,0,0
02/01/20,Indiana,0,0,0,0
02/01/20,Iowa,0,0,0,0
02/01/20,Kansas,0,0,0,0
02/01/20,Kentucky,0,0,0,0
02/01/20,Louisiana,0,0,0,0
02/01/20,Maine,0,0,0,0
02/01/20,Maryland,0,0,0,0
02/01/20,Massachusetts,1,1,0,0
02/01/20,Michigan,0,0,0,0
02/01/20,Minnesota,0,0,0,0
02/01/20,Mississippi,0,0,0,0
02/01/20,Missouri,0,0,0,0
02/01/20,Montana,0,0,0,0
02/01/20,Nebraska,0,0,0,0
02/01/20,Nevada,0,0,0,0
02/01/20,New Hampshire,0,0,0,0
02/01/20,New Jersey,0,0,0,0
02/01/20,New Mexico,0,0,0,0
02/01/20,New York,0,0,0,0
02/01/20,North Carolina,0,0,0,0
02/01/20,North Dakota,0,0,0,0
02/01/20,Ohio,0,0,0,0
02/01/20,Oklahoma,0,0,0,0
02/01/20,Oregon,0,0,0,0
02/01/20,Pennsylvania,0,0,0,0
02/01/20,Rhode Island,0,0,0,0
02/01/20,South Carolina,0,0,0,0
02/01/20,South Dakota,0,0,0,0
02/01/20,Tennessee,0,0,0,0
02/01/20,Texas,0,0,0,0
02/01/20,Utah,0,0,0,0
02/01/20,Vermont,0,0,0,0
02/01/20,Virginia,0,0,0,0
02/01/20,Washington,1,0,0,0
02/01/20,West Virginia,0,0,0,0
02/01/20,Wisconsin,0,0,0,0
02/01/20,Wyoming,0,0,0,0
03/01/20,Alabama,0,0,1,0
03/01/20,Alaska,0,0,0,0
03/01/20,Arizona,1,0,0,0
03/01/20,Arkansas,0,0,0,0
03/01/20,California,34,0,0,0
03/01/20,Colorado,0,0,0,0
03/01/20,Connecticut,0,0,0,0
03/01/20,Delaware,12,0,0,0
03/01/20,District of Columbia,0,0,0,0
03/01/20,Florida,0,0,0,0
03/01/20,Georgia,2,0,0,0
03/01/20,Hawaii,0,0,0,0
03/01/20,Idaho,0,0,0,0
03/01/20,Illinois,3,1,0,0
03/01/20,Indiana,0,0,0,0
03/01/20,Iowa,0,0,0,0
03/01/20,Kansas,0,0,0,0
03/01/20,Kentucky,0,0,0,0
03/01/20,Louisiana,0,0,0,0
03/01/20,Maine,0,0,0,0
03/01/20,Maryland,0,0,0,0
03/01/20,Massachusetts,1,0,0,0
03/01/20,Michigan,14,14,0,0
03/01/20,Minnesota,0,0,0,0
03/01/20,Mississippi,0,0,0,0
03/01/20,Missouri,0,0,0,0
03/01/20,Montana,0,0,0,0
03/01/20,Nebraska,0,0,0,0
03/01/20,Nevada,0,0,0,0
03/01/20,New Hampshire,0,0,0,0
03/01/20,New Jersey,0,0,0,0
03/01/20,New Mexico,0,0,0,0
03/01/20,New York,0,0,0,0
03/01/20,North Carolina,0,0,0,0
03/01/20,North Dakota,0,0,0,0
03/01/20,Ohio,0,0,0,0
03/01/20,Oklahoma,31,3,0,0
03/01/20,Oregon,1,0,0,0
03/01/20,Pennsylvania,0,0,0,0
03/01/20,Rhode Island,0,0,0,0
03/01/20,South Carolina,0,0,0,0
03/01/20,South Dakota,0,0,0,0
03/01/20,Tennessee,0,0,0,0
03/01/20,Texas,0,0,0,0
03/01/20,Utah,0,0,0,0
03/01/20,Vermont,0,0,0,0
03/01/20,Virginia,0,0,0,0
03/01/20,Washington,1,0,1,0
03/01/20,West Virginia,0,0,0,0
03/01/20,Wisconsin,0,0,0,0
03/01/20,Wyoming,0,0,0,0
04/01/20,Alabama,1168,112,56,7
04/01/20,Alaska,141,13,6,0
04/01/20,Arizona,1413,124,29,5
04/01/20,Arkansas,614,54,10,2
04/01/20,California,8155,1223,171,21
04/01/20,Colorado,3334,384,80,11
04/01/20,Connecticut,3557,429,85,16
04/01/20,Delaware,427,70,12,1
04/01/20,District of Columbia,586,91,11,2
04/01/20,Florida,7579,1034,210,30
04/01/20,Georgia,4806,570,154,24
04/01/20,Hawaii,311,28,1,0
04/01/20,Idaho,669,144,9,0
04/01/20,Illinois,6980,986,141,42
04/01/20,Indiana,2565,406,66,16
04/01/20,Iowa,549,52,9,2
04/01/20,Kansas,482,54,10,1
04/01/20,Kentucky,839,130,28,6
04/01/20,Louisiana,6424,1187,273,34
04/01/20,Maine,376,35,7,2
04/01/20,Maryland,1985,325,46,8
04/01/20,Massachusetts,7738,1118,191,36
04/01/20,Michigan,21593,1690,687,129
04/01/20,Minnesota,742,53,18,1
04/01/20,Mississippi,2396,154,164,11
04/01/20,Missouri,2819,261,39,7
04/01/20,Montana,228,25,5,0
04/01/20,Nebraska,219,39,4,1
04/01/20,Nevada,1279,166,32,6
04/01/20,New Hampshire,415,48,4,1
04/01/20,New Jersey,22255,3559,355,88
04/01/20,New Mexico,363,48,6,1
04/01/20,New York,36273,3617,275,64
04/01/20,North Carolina,1579,151,16,3
04/01/20,North Dakota,147,21,3,0
04/01/20,Ohio,2547,348,65,10
04/01/20,Oklahoma,1746,91,36,5
04/01/20,Oregon,736,46,18,0
04/01/20,Pennsylvania,5952,993,74,11
04/01/20,Rhode Island,630,87,10,2
04/01/20,South Carolina,1139,161,14,3
04/01/20,South Dakota,129,21,2,1
04/01/20,Tennessee,2268,287,23,10
04/01/20,Texas,3996,730,122,21
04/01/20,Utah,1012,78,7,2
04/01/20,Vermont,300,27,16,0
04/01/20,Virginia,1706,222,41,7
04/01/20,Washington,5704,480,246,51
04/01/20,West Virginia,191,29,2,1
04/01/20,Wisconsin,1550,199,24,8
04/01/20,Wyoming,137,17,0,0
05/01/20,Alabama,7422,254,404,18
05/01/20,Alaska,364,9,10,1
05/01/20,Arizona,7962,314,330,10
05/01/20,Arkansas,3310,55,64,3
05/01/20,California,50442,1525,1988,98
05/01/20,Colorado,16306,460,820,43
05/01/20,Connecticut,28764,1064,2339,82
05/01/20,Delaware,4996,194,213,6
05/01/20,District of Columbia,4658,335,231,7
05/01/20,Florida,34220,702,1510,51
05/01/20,Georgia,26176,935,1167,56
05/01/20,Hawaii,607,0,16,0
05/01/20,Idaho,2035,20,63,0
05/01/20,Illinois,56055,3137,2457,102
05/01/20,Indiana,18630,795,1166,61
05/01/20,Iowa,7884,739,170,8
05/01/20,Kansas,4449,211,130,1
05/01/20,Kentucky,5021,312,274,10
05/01/20,Louisiana,28711,667,1970,65
05/01/20,Maine,1146,26,55,0
05/01/20,Maryland,23472,1730,1252,62
05/01/20,Massachusetts,64311,2106,4304,179
05/01/20,Michigan,55606,1171,4585,83
05/01/20,Minnesota,5730,594,371,28
05/01/20,Mississippi,8743,283,596,16
05/01/20,Missouri,8988,288,494,16
05/01/20,Montana,453,0,16,0
05/01/20,Nebraska,4973,512,73,3
05/01/20,Nevada,5227,220,254,2
05/01/20,New Hampshire,2310,164,81,9
05/01/20,New Jersey,121205,2552,7538,310
05/01/20,New Mexico,3513,102,131,8
05/01/20,New York,138624,1730,5442,97
05/01/20,North Carolina,11113,408,447,14
05/01/20,North Dakota,1107,40,23,4
05/01/20,Ohio,18743,716,1002,27
05/01/20,Oklahoma,4554,110,248,8
05/01/20,Oregon,2579,69,104,1
05/01/20,Pennsylvania,49597,1463,2354,62
05/01/20,Rhode Island,8816,305,279,13
05/01/20,South Carolina,6190,203,211,12
05/01/20,South Dakota,2525,76,21,4
05/01/20,Tennessee,11806,1002,199,4
05/01/20,Texas,29229,1142,1037,43
05/01/20,Utah,4828,75,46,0
05/01/20,Vermont,809,13,50,2
05/01/20,Virginia,16901,0,581,0
05/01/20,Washington,14679,330,824,10
05/01/20,West Virginia,1151,26,47,3
05/01/20,Wisconsin,7314,460,327,11
05/01/20,Wyoming,566,7,7,0
06/01/20,Alabama,18496,324,882,16
06/01/20,Alaska,470,7,13,0
06/01/20,Arizona,20123,187,917,11
06/01/20,Arkansas,7443,190,133,0
06/01/20,California,113006,2423,4080,37
06/01/20,Colorado,26920,152,1458,13
06/01/20,Connecticut,42740,539,3964,20
06/01/20,Delaware,9633,128,499,3
06/01/20,District of Columbia,8857,56,468,2
06/01/20,Florida,55798,609,2681,34
06/01/20,Georgia,46501,889,2074,22
06/01/20,Hawaii,645,1,17,0
06/01/20,Idaho,2906,67,83,1
06/01/20,Illinois,121234,974,5412,22
06/01/20,Indiana,34830,256,2129,8
06/01/20,Iowa,19698,146,549,15
06/01/20,Kansas,10011,292,217,9
06/01/20,Kentucky,10510,137,515,6
06/01/20,Louisiana,40452,536,2801,10
06/01/20,Maine,2344,31,94,5
06/01/20,Maryland,53327,549,2688,35
06/01/20,Massachusetts,97291,326,7273,34
06/01/20,Michigan,99002,881,5959,27
06/01/20,Minnesota,25208,0,1060,0
06/01/20,Mississippi,17823,376,1033,13
06/01/20,Missouri,14360,267,907,11
06/01/20,Montana,523,8,17,0
06/01/20,Nebraska,14338,272,178,8
06/01/20,Nevada,8688,78,421,-17
06/01/20,New Hampshire,4685,34,245,0
06/01/20,New Jersey,161293,486,11721,23
06/01/20,New Mexico,7800,111,352,6
06/01/20,New York,167947,480,8159,29
06/01/20,North Carolina,29465,779,1009,21
06/01/20,North Dakota,2625,48,61,0
06/01/20,Ohio,35984,471,2206,51
06/01/20,Oklahoma,7493,66,366,2
06/01/20,Oregon,4302,59,154,1
06/01/20,Pennsylvania,76344,404,5667,100
06/01/20,Rhode Island,14329,63,720,2
06/01/20,South Carolina,12420,362,491,6
06/01/20,South Dakota,5034,41,62,0
06/01/20,Tennessee,23273,607,364,0
06/01/20,Texas,64880,593,1939,20
06/01/20,Utah,10101,157,114,1
06/01/20,Vermont,907,3,54,0
06/01/20,Virginia,46239,841,1407,15
06/01/20,Washington,21994,383,1124,6
06/01/20,West Virginia,2028,18,76,1
06/01/20,Wisconsin,18543,140,595,3
06/01/20,Wyoming,910,7,17,0
07/01/20,Alabama,39553,1164,1362,18
07/01/20,Alaska,982,38,18,1
07/01/20,Arizona,84114,4878,1720,88
07/01/20,Arkansas,21197,420,277,7
07/01/20,California,232657,9740,5978,101
07/01/20,Colorado,33483,294,1697,7
07/01/20,Connecticut,46572,58,4324,2
07/01/20,Delaware,11601,39,574,1
07/01/20,District of Columbia,10365,38,553,2
07/01/20,Florida,165914,9428,3859,71
07/01/20,Georgia,84688,3011,2827,22
07/01/20,Hawaii,928,20,18,0
07/01/20,Idaho,6370,253,92,0
07/01/20,Illinois,145066,828,7152,28
07/01/20,Indiana,45952,358,2635,9
07/01/20,Iowa,29458,511,717,3
07/01/20,Kansas,14990,547,272,2
07/01/20,Kentucky,17091,261,690,6
07/01/20,Louisiana,60178,2083,3238,17
07/01/20,Maine,3274,31,105,0
07/01/20,Maryland,67918,359,3321,13
07/01/20,Massachusetts,103858,157,8149,23
07/01/20,Michigan,126829,1626,6316,7
07/01/20,Minnesota,37210,494,1495,13
07/01/20,Mississippi,33700,864,1431,20
07/01/20,Missouri,26303,943,1112,3
07/01/20,Montana,1083,65,22,0
07/01/20,Nebraska,19238,107,276,2
07/01/20,Nevada,19328,644,533,4
07/01/20,New Hampshire,5802,20,373,2
07/01/20,New Jersey,172979,301,15080,45
07/01/20,New Mexico,12276,129,482,3
07/01/20,New York,178604,329,8687,7
07/01/20,North Carolina,66840,1873,1470,22
07/01/20,North Dakota,3615,39,80,1
07/01/20,Ohio,52865,1076,2876,13
07/01/20,Oklahoma,19847,833,442,4
07/01/20,Oregon,8931,275,208,1
07/01/20,Pennsylvania,91712,658,6712,25
07/01/20,Rhode Island,16107,60,955,6
07/01/20,South Carolina,37673,1990,740,17
07/01/20,South Dakota,6826,62,93,2
07/01/20,Tennessee,43693,1643,604,12
07/01/20,Texas,168062,8076,3366,99
07/01/20,Utah,23386,640,175,2
07/01/20,Vermont,1110,2,55,0
07/01/20,Virginia,63203,416,1786,23
07/01/20,Washington,33259,541,1339,7
07/01/20,West Virginia,2979,74,93,0
07/01/20,Wisconsin,32225,563,793,2
07/01/20,Wyoming,1514,27,20,0
08/01/20,Alabama,89966,2021,2352,45
08/01/20,Alaska,3138,145,34,1
08/01/20,Arizona,177075,3013,3747,53
08/01/20,Arkansas,43173,662,458,5
08/01/20,California,500130,6542,9095,156
08/01/20,Colorado,48383,550,1844,6
08/01/20,Connecticut,49810,0,4432,0
08/01/20,Delaware,15148,88,614,1
08/01/20,District of Columbia,12205,79,585,0
08/01/20,Florida,477450,6890,9162,224
08/01/20,Georgia,194466,3732,3825,73
08/01/20,Hawaii,2217,45,26,0
08/01/20,Idaho,21114,393,197,8
08/01/20,Illinois,181757,1639,7700,8
08/01/20,Indiana,67122,968,2952,6
08/01/20,Iowa,44981,399,871,4
08/01/20,Kansas,27812,0,358,0
08/01/20,Kentucky,34393,663,902,6
08/01/20,Louisiana,116280,0,3949,0
08/01/20,Maine,3911,21,123,0
08/01/20,Maryland,89365,1019,3620,7
08/01/20,Massachusetts,110077,290,8645,19
08/01/20,Michigan,167533,967,6555,10
08/01/20,Minnesota,55947,759,1654,8
08/01/20,Mississippi,65487,707,2292,29
08/01/20,Missouri,56285,550,1406,11
08/01/20,Montana,4081,116,61,1
08/01/20,Nebraska,26419,253,313,0
08/01/20,Nevada,49306,994,858,2
08/01/20,New Hampshire,6613,30,416,1
08/01/20,New Jersey,184369,405,15830,11
08/01/20,New Mexico,20796,196,622,8
08/01/20,New York,190307,441,8854,13
08/01/20,North Carolina,124717,1965,2131,30
08/01/20,North Dakota,6660,58,105,2
08/01/20,Ohio,92087,928,3515,26
08/01/20,Oklahoma,43284,641,679,12
08/01/20,Oregon,18817,324,325,3
08/01/20,Pennsylvania,117987,916,7204,0
08/01/20,Rhode Island,18210,119,1006,0
08/01/20,South Carolina,91471,1519,1705,44
08/01/20,South Dakota,8867,103,134,4
08/01/20,Tennessee,104516,1742,1060,27
08/01/20,Texas,430485,9539,10159,209
08/01/20,Utah,41380,583,311,4
08/01/20,Vermont,1305,4,57,0
08/01/20,Virginia,91782,981,2218,3
08/01/20,Washington,57427,937,1592,28
08/01/20,West Virginia,6735,93,116,0
08/01/20,Wisconsin,58058,1124,954,13
08/01/20,Wyoming,2769,43,26,0
09/01/20,Alabama,126678,733,3396,31
09/01/20,Alaska,5325,35,52,0
09/01/20,Arizona,202426,508,5044,15
09/01/20,Arkansas,61497,273,814,17
09/01/20,California,707797,3712,12795,38
09/01/20,Colorado,58858,367,1946,1
09/01/20,Connecticut,53006,127,4466,1
09/01/20,Delaware,17552,96,634,2
09/01/20,District of Columbia,14049,57,607,0
09/01/20,Florida,619829,2494,14180,100
09/01/20,Georgia,283281,2512,5733,100
09/01/20,Hawaii,8961,339,74,4
09/01/20,Idaho,32368,280,368,7
09/01/20,Illinois,238217,1492,8273,38
09/01/20,Indiana,94891,695,3293,15
09/01/20,Iowa,65448,625,1122,6
09/01/20,Kansas,42612,0,446,0
09/01/20,Kentucky,54781,895,1214,14
09/01/20,Louisiana,149583,689,5004,54
09/01/20,Maine,4537,22,132,0
09/01/20,Maryland,108863,614,3886,3
09/01/20,Massachusetts,119138,354,9084,16
09/01/20,Michigan,207181,1437,6848,13
09/01/20,Minnesota,77085,1221,1882,16
09/01/20,Mississippi,87178,684,2886,15
09/01/20,Missouri,92705,1666,1905,24
09/01/20,Montana,7689,196,108,3
09/01/20,Nebraska,34670,308,399,2
09/01/20,Nevada,69884,400,1342,8
09/01/20,New Hampshire,7297,22,432,0
09/01/20,New Jersey,195843,373,15950,5
09/01/20,New Mexico,25460,108,746,7
09/01/20,New York,200968,449,8954,2
09/01/20,North Carolina,171675,1382,3009,27
09/01/20,North Dakota,12267,267,148,3
09/01/20,Ohio,124610,1453,4165,27
09/01/20,Oklahoma,64328,951,1042,14
09/01/20,Oregon,26946,233,465,6
09/01/20,Pennsylvania,140556,841,7691,18
09/01/20,Rhode Island,21017,202,1049,2
09/01/20,South Carolina,123872,947,2727,12
09/01/20,South Dakota,13749,240,167,0
09/01/20,Tennessee,153296,1237,1754,7
09/01/20,Texas,617333,4364,14891,111
09/01/20,Utah,53150,358,408,0
09/01/20,Vermont,1490,6,57,0
09/01/20,Virginia,122542,927,2641,29
09/01/20,Washington,75388,369,1931,16
09/01/20,West Virginia,10507,257,222,8
09/01/20,Wisconsin,81604,1036,1139,9
09/01/20,Wyoming,3866,24,41,4
10/01/20,Alabama,154817,940,4001,19
10/01/20,Alaska,8029,138,71,2
10/01/20,Arizona,219326,706,5674,24
10/01/20,Arkansas,84821,1124,1384,15
10/01/20,California,813687,3062,15757,100
10/01/20,Colorado,72972,717,2054,3
10/01/20,Connecticut,57742,192,4511,3
10/01/20,Delaware,20626,178,670,1
10/01/20,District of Columbia,15358,32,628,1
10/01/20,Florida,697038,2667,16385,48
10/01/20,Georgia,337302,1585,7063,42
10/01/20,Hawaii,12566,86,139,3
10/01/20,Idaho,42561,513,472,3
10/01/20,Illinois,297929,2166,8940,24
10/01/20,Indiana,121176,1157,3637,14
10/01/20,Iowa,90009,1179,1360,14
10/01/20,Kansas,59749,0,678,0
10/01/20,Kentucky,75347,757,1523,8
10/01/20,Louisiana,168009,551,5519,8
10/01/20,Maine,5403,33,142,0
10/01/20,Maryland,125510,785,4072,2
10/01/20,Massachusetts,132870,754,9500,14
10/01/20,Michigan,243596,1056,7141,16
10/01/20,Minnesota,100200,1066,2102,13
10/01/20,Mississippi,102156,657,3262,12
10/01/20,Missouri,139004,1752,2567,42
10/01/20,Montana,13824,431,183,2
10/01/20,Nebraska,46293,669,493,15
10/01/20,Nevada,80515,430,1645,3
10/01/20,New Hampshire,8317,51,441,2
10/01/20,New Jersey,211299,711,16127,5
10/01/20,New Mexico,29661,226,831,4
10/01/20,New York,215457,849,9046,5
10/01/20,North Carolina,212591,2231,3854,20
10/01/20,North Dakota,22694,476,264,8
10/01/20,Ohio,155314,1327,4817,13
10/01/20,Oklahoma,95603,1309,1386,12
10/01/20,Oregon,33862,353,560,1
10/01/20,Pennsylvania,166146,1032,8160,18
10/01/20,Rhode Island,23761,125,1116,3
10/01/20,South Carolina,149392,699,3379,22
10/01/20,South Dakota,23136,747,236,13
10/01/20,Tennessee,194408,1424,2454,34
10/01/20,Texas,752501,3534,16973,61
10/01/20,Utah,74050,1008,459,0
10/01/20,Vermont,1613,3,57,0
10/01/20,Virginia,149687,966,3250,22
10/01/20,Washington,89248,621,2132,6
10/01/20,West Virginia,16024,176,354,4
10/01/20,Wisconsin,132123,3000,1358,21
10/01/20,Wyoming,6083,135,53,3
11/01/20,Alabama,192763,822,4597,19
11/01/20,Alaska,15757,359,116,0
11/01/20,Arizona,247645,1530,5981,2
11/01/20,Arkansas,113057,867,1958,33
11/01/20,California,926534,4529,17662,57
11/01/20,Colorado,113832,2792,2285,0
11/01/20,Connecticut,71207,0,4616,0
11/01/20,Delaware,24960,189,757,4
11/01/20,District of Columbia,17369,103,646,0
11/01/20,Florida,795919,2692,17921,39
11/01/20,Georgia,390428,1435,7981,2
11/01/20,Hawaii,15075,80,218,0
11/01/20,Idaho,65088,480,630,1
11/01/20,Illinois,423539,6980,10075,35
11/01/20,Indiana,182108,2750,4348,32
11/01/20,Iowa,130361,2395,1717,1
11/01/20,Kansas,85181,0,1029,0
11/01/20,Kentucky,112209,1480,2075,19
11/01/20,Louisiana,187720,1071,5926,7
11/01/20,Maine,6723,91,148,1
11/01/20,Maryland,146145,864,4298,8
11/01/20,Massachusetts,159707,1131,10048,20
11/01/20,Michigan,312283,3238,7831,34
11/01/20,Minnesota,150672,2200,2529,18
11/01/20,Mississippi,123275,472,3697,11
11/01/20,Missouri,204718,1841,3545,40
11/01/20,Montana,33495,694,376,1
11/01/20,Nebraska,72581,1000,654,2
11/01/20,Nevada,101479,716,1781,4
11/01/20,New Hampshire,11214,130,483,0
11/01/20,New Jersey,252102,2171,16354,4
11/01/20,New Mexico,47232,742,970,8
11/01/20,New York,245580,1309,9273,10
11/01/20,North Carolina,275743,1979,4768,34
11/01/20,North Dakota,46015,972,540,9
11/01/20,Ohio,219000,3303,5303,2
11/01/20,Oklahoma,135569,1624,1966,20
11/01/20,Oregon,45429,508,691,2
11/01/20,Pennsylvania,216803,2092,8817,5
11/01/20,Rhode Island,32210,465,1206,3
11/01/20,South Carolina,178392,1061,3934,40
11/01/20,South Dakota,47324,1332,437,12
11/01/20,Tennessee,257320,148,3353,12
11/01/20,Texas,972330,4259,19588,117
11/01/20,Utah,116510,1854,614,10
11/01/20,Vermont,2041,17,57,0
11/01/20,Virginia,183419,1026,3658,3
11/01/20,Washington,110516,861,2366,0
11/01/20,West Virginia,24883,423,457,0
11/01/20,Wisconsin,241423,3553,2110,18
11/01/20,Wyoming,13723,425,87,0
12/01/20,Alabama,254125,3847,5411,30
12/01/20,Alaska,32332,539,208,3
12/01/20,Arizona,337401,10325,6687,48
12/01/20,Arkansas,159309,1950,2512,10
12/01/20,California,1225189,12221,19249,29
12/01/20,Colorado,251629,5084,3109,72
12/01/20,Connecticut,118754,1459,5040,20
12/01/20,Delaware,36076,682,853,4
12/01/20,District of Columbia,21685,133,685,5
12/01/20,Florida,997570,9932,19925,89
12/01/20,Georgia,476405,4842,9515,63
12/01/20,Hawaii,17751,43,242,0
12/01/20,Idaho,103305,1607,960,31
12/01/20,Illinois,738846,12542,13131,146
12/01/20,Indiana,344382,5396,5843,141
12/01/20,Iowa,231439,1991,2431,28
12/01/20,Kansas,157446,0,1560,0
12/01/20,Kentucky,189723,3459,3182,56
12/01/20,Louisiana,237740,5326,6455,35
12/01/20,Maine,14130,556,218,4
12/01/20,Maryland,201135,2765,4891,33
12/01/20,Massachusetts,229205,3073,10894,46
12/01/20,Michigan,488716,6504,10305,131
12/01/20,Minnesota,322312,3549,3674,22
12/01/20,Mississippi,161007,2155,4452,47
12/01/20,Missouri,343198,5079,5161,57
12/01/20,Montana,63205,1007,698,17
12/01/20,Nebraska,129248,1906,1080,62
12/01/20,Nevada,154867,2698,2166,22
12/01/20,New Hampshire,21766,772,528,2
12/01/20,New Jersey,373246,5463,17083,90
12/01/20,New Mexico,99419,2324,1517,20
12/01/20,New York,340717,4716,10061,59
12/01/20,North Carolina,369765,4309,5899,37
12/01/20,North Dakota,80135,480,966,12
12/01/20,Ohio,430093,9030,6548,119
12/01/20,Oklahoma,224834,4902,3001,53
12/01/20,Oregon,76654,1223,936,24
12/01/20,Pennsylvania,375520,5826,10563,180
12/01/20,Rhode Island,55349,1069,1376,7
12/01/20,South Carolina,221742,1544,4407,20
12/01/20,South Dakota,80912,448,948,2
12/01/20,Tennessee,370956,5932,4602,48
12/01/20,Texas,1296972,18540,24455,200
12/01/20,Utah,198216,2510,890,19
12/01/20,Vermont,4105,68,76,4
12/01/20,Virginia,242481,2417,4113,20
12/01/20,Washington,170945,2209,2805,31
12/01/20,West Virginia,48818,976,758,23
12/01/20,Wisconsin,416365,4635,3611,117
12/01/20,Wyoming,33805,500,230,15
02/02/20,Alabama,0,0,0,0
02/02/20,Alaska,0,0,0,0
02/02/20,Arizona,1,0,0,0
02/02/20,Arkansas,0,0,0,0
02/02/20,California,3,3,0,0
02/02/20,Colorado,0,0,0,0
02/02/20,Connecticut,0,0,0,0
02/02/20,Delaware,5,0,0,0
02/02/20,District of Columbia,0,0,0,0
02/02/20,Florida,0,0,0,0
02/02/20,Georgia,0,0,0,0
02/02/20,Hawaii,0,0,0,0
02/02/20,Idaho,0,0,0,0
02/02/20,Illinois,2,0,0,0
02/02/20,Indiana,0,0,0,0
02/02/20,Iowa,0,0,0,0
02/02/20,Kansas,0,0,0,0
02/02/20,Kentucky,0,0,0,0
02/02/20,Louisiana,0,0,0,0
02/02/20,Maine,0,0,0,0
02/02/20,Maryland,0,0,0,0
02/02/20,Massachusetts,1,0,0,0
02/02/20,Michigan,0,0,0,0
02/02/20,Minnesota,0,0,0,0
02/02/20,Mississippi,0,0,0,0
02/02/20,Missouri,0,0,0,0
02/02/20,Montana,0,0,0,0
02/02/20,Nebraska,0,0,0,0
02/02/20,Nevada,0,0,0,0
02/02/20,New Hampshire,0,0,0,0
02/02/20,New Jersey,0,0,0,0
02/02/20,New Mexico,0,0,0,0
02/02/20,New York,0,0,0,0
02/02/20,North Carolina,0,0,0,0
02/02/20,North Dakota,0,0,0,0
02/02/20,Ohio,0,0,0,0
02/02/20,Oklahoma,0,0,0,0
02/02/20,Oregon,0,0,0,0
02/02/20,Pennsylvania,0,0,0,0
02/02/20,Rhode Island,0,0,0,0
02/02/20,South Carolina,0,0,0,0
02/02/20,South Dakota,0,0,0,0
02/02/20,Tennessee,0,0,0,0
02/02/20,Texas,0,0,0,0
02/02/20,Utah,0,0,0,0
02/02/20,Vermont,0,0,0,0
02/02/20,Virginia,0,0,0,0
02/02/20,Washington,1,0,0,0
02/02/20,West Virginia,0,0,0,0
02/02/20,Wisconsin,0,0,0,0
02/02/20,Wyoming,0,0,0,0
03/02/20,Alabama,0,0,1,0
03/02/20,Alaska,0,0,0,0
03/02/20,Arizona,1,0,0,0
03/02/20,Arkansas,0,0,0,0
03/02/20,California,39,5,0,0
03/02/20,Colorado,1,1,0,0
03/02/20,Connecticut,0,0,0,0
03/02/20,Delaware,12,0,0,0
03/02/20,District of Columbia,0,0,0,0
03/02/20,Florida,2,2,0,0
03/02/20,Georgia,3,1,0,0
03/02/20,Hawaii,0,0,0,0
03/02/20,Idaho,0,0,0,0
03/02/20,Illinois,4,1,0,0
03/02/20,Indiana,0,0,0,0
03/02/20,Iowa,0,0,0,0
03/02/20,Kansas,0,0,0,0
03/02/20,Kentucky,0,0,0,0
03/02/20,Louisiana,0,0,0,0
03/02/20,Maine,0,0,0,0
03/02/20,Maryland,0,0,0,0
03/02/20,Massachusetts,1,0,0,0
03/02/20,Michigan,27,13,1,1
03/02/20,Minnesota,0,0,0,0
03/02/20,Mississippi,0,0,0,0
03/02/20,Missouri,0,0,0,0
03/02/20,Montana,0,0,0,0
03/02/20,Nebraska,0,0,0,0
03/02/20,Nevada,0,0,0,0
03/02/20,New Hampshire,1,1,0,0
03/02/20,New Jersey,0,0,0,0
03/02/20,New Mexico,0,0,0,0
03/02/20,New York,0,0,0,0
03/02/20,North Carolina,0,0,0,0
03/02/20,North Dakota,0,0,0,0
03/02/20,Ohio,0,0,0,0
03/02/20,Oklahoma,39,8,0,0
03/02/20,Oregon,3,2,0,0
03/02/20,Pennsylvania,0,0,0,0
03/02/20,Rhode Island,0,0,0,0
03/02/20,South Carolina,0,0,0,0
03/02/20,South Dakota,0,0,0,0
03/02/20,Tennessee,0,0,0,0
03/02/20,Texas,0,0,0,0
03/02/20,Utah,0,0,0,0
03/02/20,Vermont,0,0,0,0
03/02/20,Virginia,0,0,0,0
03/02/20,Washington,1,0,6,5
03/02/20,West Virginia,0,0,0,0
03/02/20,Wisconsin,0,0,0,0
03/02/20,Wyoming,0,0,0,0
04/02/20,Alabama,1364,196,59,3
04/02/20,Alaska,149,8,6,0
04/02/20,Arizona,1598,185,32,3
04/02/20,Arkansas,679,65,12,2
04/02/20,California,9191,1036,203,32
04/02/20,Colorado,3738,404,97,17
04/02/20,Connecticut,3824,267,112,27
04/02/20,Delaware,464,37,13,1
04/02/20,District of Columbia,653,67,12,1
04/02/20,Florida,8847,1268,245,35
04/02/20,Georgia,5443,637,176,22
04/02/20,Hawaii,350,39,2,1
04/02/20,Idaho,891,222,9,0
04/02/20,Illinois,7695,715,157,16
04/02/20,Indiana,3039,474,78,12
04/02/20,Iowa,614,65,11,2
